application,dependency_id,library,version,vulnerability_score,license_score,maintenance_score,dependency_depth_score,final_risk_score,final_risk_level,explanation
Finance API,APP005_T03,Lodash,2.14.1,34.0,0.0,40.0,50.0,28.3,Medium,Highest matched CVSS is 3.4; vulnerability severity score is 34.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T04,BouncyCastle,3.0.0,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T05,OpenSSL,3.2.1,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T06,Commons IO,3.0.0,46.0,0.0,40.0,50.0,33.7,Medium,Highest matched CVSS is 4.6; vulnerability severity score is 46.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T07,JUnit5,1.5.0,58.0,0.0,40.0,50.0,39.1,Medium,Highest matched CVSS is 5.8; vulnerability severity score is 58.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T08,Gson,2.17.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T09,SLF4J,3.2.1,92.0,100.0,40.0,50.0,79.4,Critical,Highest matched CVSS is 9.2; vulnerability severity score is 92.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T10,Commons IO,2.17.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T11,Jackson,2.14.1,43.0,100.0,40.0,50.0,57.35,High,Highest matched CVSS is 4.3; vulnerability severity score is 43.0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T12,Commons IO,2.14.1,57.0,100.0,40.0,50.0,63.65,High,Highest matched CVSS is 5.7; vulnerability severity score is 57.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T13,SnakeYAML,1.5.0,71.0,100.0,40.0,50.0,69.95,High,Highest matched CVSS is 7.1; vulnerability severity score is 71.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T14,OpenSSL,3.2.1,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T15,SLF4J,1.0.0,85.0,75.0,100.0,50.0,82.0,Critical,Highest matched CVSS is 8.5; vulnerability severity score is 85.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T16,Jetty,3.2.1,61.0,100.0,40.0,50.0,65.45,High,Highest matched CVSS is 6.1; vulnerability severity score is 61.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T17,Lodash,1.0.0,73.0,100.0,40.0,50.0,70.85,High,Highest matched CVSS is 7.3; vulnerability severity score is 73.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T18,JUnit5,2.0.0,63.0,0.0,40.0,50.0,41.35,Medium,Highest matched CVSS is 6.3; vulnerability severity score is 63.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T19,Gson,2.17.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T20,Jetty,3.2.1,61.0,100.0,40.0,50.0,65.45,High,Highest matched CVSS is 6.1; vulnerability severity score is 61.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T21,OkHttp,2.0.0,61.0,100.0,40.0,50.0,65.45,High,Highest matched CVSS is 6.1; vulnerability severity score is 61.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T22,Gson,2.0.0,77.0,0.0,40.0,50.0,47.65,Medium,Highest matched CVSS is 7.7; vulnerability severity score is 77.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T23,SLF4J,2.14.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T24,Lodash,2.0.0,84.0,100.0,40.0,50.0,75.8,Critical,Highest matched CVSS is 8.4; vulnerability severity score is 84.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T25,Jetty,2.14.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T26,Jackson,1.0.0,87.0,100.0,40.0,50.0,77.15,Critical,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T27,Tomcat,2.14.1,60.0,0.0,40.0,50.0,40.0,Medium,Highest matched CVSS is 6.0; vulnerability severity score is 60.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T28,Tomcat,3.2.1,76.0,100.0,40.0,50.0,72.2,High,Highest matched CVSS is 7.6; vulnerability severity score is 76.0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T29,OkHttp,3.2.1,48.0,100.0,100.0,50.0,71.6,High,Highest matched CVSS is 4.8; vulnerability severity score is 48.0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T30,JUnit5,1.5.0,58.0,0.0,40.0,50.0,39.1,Medium,Highest matched CVSS is 5.8; vulnerability severity score is 58.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T31,Tomcat,2.14.1,60.0,0.0,40.0,50.0,40.0,Medium,Highest matched CVSS is 6.0; vulnerability severity score is 60.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T32,SnakeYAML,1.5.0,71.0,100.0,40.0,50.0,69.95,High,Highest matched CVSS is 7.1; vulnerability severity score is 71.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T33,Gson,2.0.0,77.0,0.0,40.0,50.0,47.65,Medium,Highest matched CVSS is 7.7; vulnerability severity score is 77.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T34,OkHttp,2.14.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Finance API,APP005_T35,Jetty,3.0.0,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
